Sentence,Opinion
After reading the criticism here I want to say that plenty of us think you are doing a good job. Also look at https://answers.launchpad.net/ubuntu/+question/10061 for further help.,1
I'm not sure if this is causing the slow down. Definitely it does not make it faster.,0
I agree though that this bug is unacceptable :-),1
"even if it doesn ' t fix the general case, that bit of code is still wrong and should be fixed (_engines is an object and no array)",0
Sounds awesome Bryce! Good job anyone involved in these matters!,1
"it shouldn't be part of ""random"".",0
"I haven't experienced this problem for a while, either, whether compiz is turned on or off. I have to agree with Neil Woolford",1
"benjamin, are you working on this, as i don't see you as a member of any teams.",0
"#16 above works perfectly for Sony Vaio SZ670N , linux-headers-generic for it to work. Thanks!",1
i haven't seen this for some time now.,0
"Well, that didn't quite do the trick for me anymore",1
"As for my internet connection, this is unlikely to be an issue, both due to the error message of Audacious and the fact that I can play the streams in Rhytmbox with no problems. It's not a timeout, the error message pops up when trying to play the streams, as described in this bug, stating that either the codecs aren't present or they are not correctly set up",0
i have same bug in my feisty.,1
"i don't think there is any problem with it, people reviewing the proposed upload might be busy or mail is not the preferred way.",0
That sounds good. I signed for an account and I'll do as you suggest.,1
"It seems that Amarok2 does not always do ""encoding guessing"" job very well, either.",0
"Hi Milo, I've taken a look at your article and it's looking good so far. Thanks for all of your work!",1
I don't think that replacement functionality was ever implemented.,0
"Rohan, thanks for testing and the update. I'm glad to hear things are working for you with the Hardy Alpha release. I'm going to go ahead and close this report for now. Chris and fishor, if you guys are still having issues with the latest Hardy kernel care to open a new bug report? Thanks!",1
"Rhythmbox has rejected my patch and will not do anything about the bug, unless someone comes up with a more sophisticated solution. In other words, this will probably never be fixed. Sorry!",0
"Hi Thorsten, thanks for the update! Just wanted to assure you that your efforts are much appreciated. Cheers",1
"Problem not noticed here for quite a while, using 8.10 (Intrepid), compiz and Firefox 3.05. So as far as I'm concerned the bug is no longer present.",0
same here bit with upgrade of deluge from 0.5.2 to 0.5.4,1
"I do confirm that with kernel 2.6.22-14-generic of today's update, the sound doesn't work anymore. This method no longer works with new kernel 2.6.22-14-generic.",0
"It fixes filezilla's crash, so I consider it's fine.",1
"Leann, I just retried ekiga with V4L (& V4L2) and I can't get the webcam to work....",0
"Let me add that I was bitten by this bug as well. I installed using Gutsy beta i386 alternative CD on a desktop computer, the gnome power manager is not started in System",1
i don't think we should be patching anything when that patch is wrong and results in user confusion.,0
I vote for marking this bug as duplicate of that one.,1
"I did not wanted to close the bug, I was quite surprised when I receive the following mail",0
I don't think that adding number of job in the name of pdf is too problematic.,1
"I tested this under controlled circumstances, with repeated reboots without even logging in, so no, it was definitely not upgraded during my test. - mdz",0
comment on attachment 391515 fix bad craziness..looks fine.,1
Did today's kernel update break sound for anyone else? After installing it for me the module-assistant fix no longer works (Vostro 1500 STAC9205),0
"and after installed your last patch, lupin-support_0.17_all.deb, it is looks working well and all file can be display and visit now. thanks a lot.",1
Using ubuntu 7.04 (Feisty Fawn) I also noticed Java programs would bog down the system.,0
lizardmenke's workaround fixed the problem.,1
"When I go to 24 tasks everything is good, but when I want to come back and close the tasks the bar stops showing himself. It looks like it is crashed, but the terminal doesn't give me abnormal output !!!",0
"Mathieu Laurent: My laptop is connected to the same network all the time, so that bug is the cause of this bug.",1
"I just got the error msg again, when I opened Rhythmbox.",0
"In version 1.5.6, Evan uploaded a workaround which should do for tribe-3. Moving over to tribe-4.",1
seems to me that it is not the same issue.,0
i also think the quote source should be on the left side.,1
I followed the directions listed in the IRQ debugging page above. None of the kernel options listed made any difference with the performance issue.,0
"yup, tested it here, no applet is started",1
"gstreamer0.8 has been replaced with 0.10 in dapper, that package is of no use",0
"you are right, you should not try to ""browse"" a headset since it's not possible.",1
"No, you're not missing anything, it's just that the Rosetta is updated manually, so subscribing Launchpad Translations now.",0
I'm in the exact same boat as you craig.,1
The description still doesn't describe what ubufox does.,0
?ukasz Semler's solution in comment #29 worked for me,1
Sometimes resuming from suspend-to-ram works. Other times it doesn't work. So I can't rely on suspend-to-ram. When resuming from suspend-to-ram doesn't work,0
"Good point... Pictures are different of Photos (or Images). Maybe, the right thing to do is to make two different folders, one for Graphics, and another for Photographs",1
Looks like neither of the solutions listed here work anymore.,0
"The patch gets the gist of what I want, but it looks ugly in places.",1
"Indeed, it is only for testing purposes. The back and forward buttons don't work, extensions and plugins don't work (I'll look into extensions), and scrolling is a bit odd.",0
"matt, i agree that update-manager is the preferred method for upgrading, but a lot of people have had issues with this.",1
"Not a showstopper for Tribe 4, since this seems to be quite hardware specific, and waiting for answer from Marc. Moving.",0
i did edgy upgrade yesterday and run into the same problem with my /home partition.,1
i more or less believe the hardy user argument is fallacious.,0
I think I may have this same bug with Intrepid Ibex.,1
That was a rhetorical question. Answer: No. We are discussing Ekiga here which is a totally different product,0
"thanks for the screenshots. you were right, the labels are appearing strange",1
"no, this has not been fixed",0
Posted on kernel bug tracker : http://bugzilla.kernel.org/show_bug.cgi?id=8944 Thanks for your support.,1
"I think Pitt is saying that the fix has not yet been approved, but I'll add this anyway.",0
"I tried it last week and it worked ok forme - wow, thanks!",1
"Compiz Fusion is just some addons for compiz, that question doesn't make sense.",0
I like the CTRL-B and CTRL-H features of Mozilla and would like that carried over.,1
I use metacity and this happens to me too so I don't think the cause is compiz.,0
