Bug Number,Sentence Number,Sentence
18102,13.2,BUT Sometimes I do have issues when switching videomodes I get a black screen (like powersaving mode or the resolution is not supported).
18102,13.3,This happens even when I first turn on the computer (before Linux even starts).
18102,13.4,The card is a Radeon 9600: 0000:01:00.1 Display controller: ATI Technologies Inc RV350 AP [Radeon 9600] (Secondary) ATI says this is a problem with a lot of main boards possibly related to having USB2 support enabled or some other things.
18102,13.5,I disabled USB2 support on my mainboard which seems to have decreased the frequency of the problem occuring.
18102,13.6,ASUS is completely unresponsive (although on the forums there is another person saying "me too!").
18102,13.7,In any case_DOUHAO_ I don't think that this is a problem with Ubuntu.
18102,14.1,Will do.
18102,14.2,I have tried and tried with Breezy with the same result_DOUHAO_ but will try again with Dapper.
18102,14.3,jtw
18102,15.1,JTW_DOUHAO_ have you had a chance to test this yet?
18102,16.1,DLing 6.06 now to install and test will advise.
18102,16.2,jtw --- Dean Sas <email address hidden> wrote: > JTW_DOUHAO_ have you had a chance to test this yet?
18102,16.3,> > -- > Cannot get ATI drivers working with Dell 2001FP > monitor in Hoary > https://launchpad.net/bugs/18102 >
18102,16.4,__________________________________________________ Do You Yahoo!?
18102,16.5,Tired of spam?
18102,16.6,Yahoo?
18102,16.7,Mail has the best spam protection around http://mail.yahoo.com
18102,17.1,Confirm that with Dapper release_DOUHAO_ this issue is SOLVED.
18102,17.2,Nice work folks?
18102,17.3,jtw
18102,18.1,Marking as fix released then_DOUHAO_ thanks for keeping up with this jtw.
18194,1.1,Read below why this problem is inexcusable.
18194,1.2,There are many complaints_DOUHAO_ including mine that putting files on a cd and using the "Write to." options in nautilus leads to some files being corrupt.
18194,1.3,In System -> Preferences -> Removable Drives and Media Preferences
18194,1.4,my command options are: nautilus --no-desktop burn:
18194,1.5,I was burning a 300.1 MB wav file and later was burning a 16.4MB wav file and word document.
18194,1.6,Often_DOUHAO_ of the few wav files I burn_DOUHAO_ some are corrupt.
18194,1.7,This is such a simple and accessible feature that developers should make sure it works.
18194,1.8,Please release a patch ASAP?
18194,1.9,and contact GNOME developers to make changes accordingly_DOUHAO_ too.
18194,1.10,I enjoy many of the GNOME/Ubuntu features_DOUHAO_ but this is a feature that _should_ work simply without fail everytime_DOUHAO_ always.
18194,2.1,thanks for your bug_DOUHAO_ it's not really useful described as it and bumping the settings will not make it fixed.
18194,2.2,- what version of ubuntu are you using?
18194,2.3,- what version of nautilus-cd-burner are you using?
18194,2.4,- what architecture are you using?
18194,2.5,- how have you recorded your CD?
18194,2.6,from an ISO or from some files?
18194,2.7,- does it happen all the time?
18194,2.8,- what kind of CD/DVD do you use?
18194,2.9,RW ones?
18194,2.10,- does it work fine with cdrecord?
18194,2.11,- can you get a log of what happens: - set /apps/nautilus-cd-burner/debug with gconf-editor - "gnome-session remove nautilus" - "nautilus" It works fine here and for other users_DOUHAO_ I'm marking this bug as a normal one.
18194,3.1,(In reply to comment #1)
18194,3.2,> thanks for your bug_DOUHAO_ it's not really useful described as it and bumping the > settings will not make it fixed.
18194,3.3,
18194,3.4,I'm using Ubuntu 5.04_DOUHAO_ fully updated.
18194,3.5,I have 2.10.0-0ubuntu2 version of nautilus-cd-burner.
18194,3.6,I'm on a i686 Pentium 3 Coppermine (a Dell Optiplex GX200).
18194,3.7,I recorded files onto the disk_DOUHAO_ but note that in the processes of making the cd_DOUHAO_ the progress bar says it is making and ISO first.
18194,3.8,This happens all the time_DOUHAO_ but note that I used gnomebaker (ver.
18194,3.9,0.3-3) successfully to create the same data CD with those files.
18194,3.10,I was using Phillips 52x 700MB 80min CD-R's but I don't think that's the problem because_DOUHAO_ I have used a spindle of 50 and am almost done.
18194,3.11,On Debian via K3B_DOUHAO_ I never had a problem burning onto this brand of disk.
18194,3.12,I'm not quite sure how to use cdrecord_DOUHAO_ but I assume gnomebaker uses it.
18194,3.13,I burned another disk with the debug enable_DOUHAO_ but I can't yet figure out where the debug log is stored.
18194,3.14,This CD also has corrupted files.
18194,3.15,I think that the disk burned too quickly_DOUHAO_ also.
18194,3.16,I had about ~300 MB of data and it finished after a couple seconds/or a minute.
18194,3.17,> - can you get a log of what happens: > - set /apps/nautilus-cd-burner/debug with gconf-editor > - "gnome-session remove nautilus" > - "nautilus" > > It works fine here and for other users_DOUHAO_ I'm marking this bug as a normal one.
18194,3.18,>
18194,4.1,thanks for the comment.
18194,4.2,- set /apps/nautilus-cd-burner/debug with gconf-editor - "gnome-session remove nautilus" - "nautilus" gives you the log where you run "nautilus"
18194,5.1,(In reply to comment #3)
18194,5.2,> thanks for the comment.
18194,5.3,> > - set /apps/nautilus-cd-burner/debug with gconf-editor > - "gnome-session remove nautilus" > - "nautilus" > > gives you the log where you run "nautilus"
18194,5.4,I don't think that works for me $ gnome-session remove nautilus gnome-session: you're already running a session manager $ nautilus $ nautilus is run_DOUHAO_ but the terminal (GNOME Terminal 2.10.0) moves on afterwards to the next $ line that's one more CD-R lost in the name of science : )
18194,6.1,(In reply to comment #4) > I don't think that works for me > $ gnome-session remove nautilus > gnome-session: you're already running a session manager
18194,6.2,sorry_DOUHAO_ typo_DOUHAO_ "gnome-session-remove"_DOUHAO_ should work better :)
18194,7.1,(In reply to comment #2)
18194,7.2,> This CD also has corrupted files.
18194,7.3,I think that the disk > burned too quickly_DOUHAO_ also.
18194,7.4,I had about ~300 MB of data and it finished after a > couple seconds/or a minute.
18194,7.5,Have you tried burning with burnproof enabled?
18194,7.6,In gconf-editor_DOUHAO_ enable the setting /apps/nautilus-cd-burner/burnproof.
18194,7.7,I think it might be similar to bug 18298
18194,8.1,I enabled burnproof but also used the GnomeBaker application_DOUHAO_ maybe this output will help the other problem?
18194,8.2,cdrecord: No write mode specified.
18194,8.3,cdrecord: Asuming -tao mode.
18194,8.4,cdrecord: Future versions of cdrecord may have different drive dependent defaults.
18194,8.5,cdrecord: Continuing in 5 seconds_DOUHAO_ cdrecord: Warning: Running on Linux-2.6.10-5-386 cdrecord: There are unsettled issues with Linux-2.5 and newer.
18194,8.6,cdrecord: If you have unexpected problems_DOUHAO_ please try Linux-2.4 or Solaris.
18194,8.7,cdrecord: Operation not permitted.
18194,8.8,WARNING: Cannot set RR-scheduler cdrecord: Permission denied.
18194,8.9,WARNING: Cannot set priority using setpriority().
18194,8.10,cdrecord: WARNING: This causes a high risk for buffer underruns.
18194,8.11,scsidev: '/dev/hdc' devname: '/dev/hdc' scsibus: -2 target: -2 lun: -2 Warning: Open by 'devname' is unintentional and not supported.
18194,8.12,Linux sg driver version: 3.5.27 cdrecord: Warning: using unofficial version of libscg (ubuntu-0.8ubuntu1 '@(#)scsitransp.c 1.91 04/06/17 Copyright 1988_DOUHAO_1995_DOUHAO_2000-2004 J.
18194,8.13,Schilling').
18194,8.14,SCSI buffer size: 64512 Cdrecord-Clone 2.01a38 (i686-pc-linux-gnu) Copyright (C) 1995-2004 Joerg Schilling NOTE: this version of cdrecord is an unofficial (modified) release of cdrecord and thus may have bugs that are not present in the original version.
18194,8.15,Please send bug reports and support requests to <email address hidden>.
18194,8.16,The original author should not be bothered with problems of this version.
18194,8.17,TOC Type: 3 = CD-ROM XA mode 2 Using libscg version 'ubuntu-0.8ubuntu1'.
18194,8.18,atapi: 1 Device type : Removable CD-ROM Version : 0 Response Format: 1 Vendor_info : ' ' Identifikation : '52X24X52 CD-RW ' Revision : '1.06' Device seems to be: Generic mmc CD-RW.
18194,8.19,Current: 0x0009 Profile: 0x0008 Profile: 0x0009 (current) Profile: 0x000A Using generic SCSI-3/mmc CD-R/CD-RW driver (mmc_cdr).
18194,8.20,Driver flags : MMC-3 SWABAUDIO BURNFREE FORCESPEED Supported modes: TAO PACKET SAO SAO/R96P SAO/R96R RAW/R96R Drive buf size : 1359872 = 1328 KB FIFO size : 4194304 = 4096 KB cdrecord: Operation not permitted.
18194,8.21,WARNING: Cannot set RR-scheduler cdrecord: Permission denied.
18194,8.22,WARNING: Cannot set priority using setpriority().
18194,8.23,cdrecord: WARNING: This causes a high risk for buffer underruns.
18194,8.24,Track 01: data 609 MB Total size: 700 MB (69:21.89) = 312142 sectors Lout start: 700 MB (69:23/67) = 312142 sectors Current Secsize: 2048 ATIP info from disk: Indicated writing power: 5 Is not unrestricted Is not erasable Disk sub type: Medium Type A_DOUHAO_ high Beta category (A+) (3) ATIP start of lead in: -11634 (97:26/66) ATIP start of lead out: 359846 (79:59/71) Disk type: Short strategy type (Phthalocyanine or similar) Manuf.
18194,8.25,index: 3 Manufacturer: CMC Magnetics Corporation Blocks total: 359846 Blocks current: 359846 Blocks remaining: 47704 Forcespeed is OFF.
18194,8.26,Starting to write CD/DVD at speed 24 in real TAO mode for multi session.
18194,8.27,Last chance to quit_DOUHAO_ starting real write in 2 seconds. 1 seconds. 0 seconds.
18194,8.28,Operation starts.
18194,8.29,Waiting for reader process to fill input buffer _DOUHAO_ input buffer ready.
18194,8.30,BURN-Free is ON.
18194,8.31,Turning BURN-Free off Performing OPC_DOUHAO_ Starting new track at sec_DOUHAO_
18194,9.1,thanks for your log.
18194,9.2,This since to be a linux or cdrecord issue.
18194,9.3,Do you have the issue with k3b by example?
18194,9.4,Does changing the write speed fix the issue?
18194,10.1,no reply_DOUHAO_ bug closed.
18194,10.2,Feel free to reopen with the asked informations if that's still an issue for you
18194,11.1,I ran out of CD-R's to test.
18194,11.2,k3b had the issue too_DOUHAO_ if I recall correctly.
18194,11.3,Note that I didn't make any modifications to the installed software as it was installed/updated in 5.04.
18194,11.4,Now_DOUHAO_ I do recall having this problem before on another distribution (maybe Debian_DOUHAO_ maybe non-Debian) in Gnome burning tools_DOUHAO_ however I was able to configure k3b in that distribution to work without problems most of the time-- it was quite reliable.
18194,11.5,So_DOUHAO_ this may be a hardware issue_DOUHAO_ too (with relation to cdrecord)?
18194,12.1,Well_DOUHAO_ I had this issue and I understand what happens.
18194,12.2,In fact_DOUHAO_ if you burn as root_DOUHAO_ you will have no problem.
18194,12.3,The normal user has just not enough privilege to set his cdrecord process in high priority for the kernel_DOUHAO_ so the burning process is often interupted and that leads to corrupted files.
18194,12.4,The workaround was simply to burn as root.
18194,12.5,I solved definitly this issue by adding myself to a group_DOUHAO_ but I don't remmeber wich one.
18194,13.1,can you try what Lionel described and note if that fixes your issue?
18194,14.1,(In reply to comment #12)
18194,14.2,> can you try what Lionel described and note if that fixes your issue?
18194,14.3,I just bought more CD-R's_DOUHAO_ I think I have spent more than 5 already.
18194,14.4,I should invest in CD-RW : ) I tried with sudo nautilus and used the "write to disc_DOUHAO_ " function but this did not work either.
